"Ad Media",New,Reapply,"Attending Outside School","Attempting Contact",Interview,Recruiting,"Pending Investigations","Online Course","Awaiting Permit","Hireright Requested","Rehire Submitted","Ready For Processing",Processing,"Processing Complete","Attending School","Attending Academy","Left Sch/aca","Left Academy","Dl170 Testing","Graduated Sch/aca","Failed Sch/aca",Compliance,"Driver Reactivation","No Show","Left Orientation",Hold,"Ready For Audit",Audit,"Audit Deficiencies","Ok To Code","Paf Entered",Hired,"Not Qualified","Not Interested","No Response","Duplicate App","Xfer Allowed","Unqualified Da","Do Not Contact","Security Closed",Upload,Total,
GoogleExpd,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
intelliappconcept1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,
JobsInTrucks.com,4,2,3,42,19,7,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,13,71,112,0,0,0,1,0,0,278,
joinswift.com,6,3,14,11,55,34,39,74,34,1,5,9,18,14,3,3,1,0,0,0,0,10,0,0,2,2,0,0,0,3,2,8,45,23,33,2,0,0,3,1,0,458,
joninswift.com,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
LACED_DedicatedRefrigeratedW_Google_SignOnBonus_SwiftLeadForm_MoberlyMO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
LACED_DedicatedRefrigeratedW_LinkUp_SignOnBonus_SwiftLeadForm_JohnstownNY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
LACED_DedicatedW_Indeed_SignOnBonus_SwiftLeadForm_GrandviewWA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
LACED_DR_driveswiftteams.com_LeadForm,0,0,0,5,11,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,3,7,2,0,0,2,0,0,36,
LACED_DR_Experienced_EmploymentNetwork_CareerHorizon_lp,0,0,0,0,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,28,0,0,0,0,0,0,50,
LACED_DR_Experienced_Yahoo_Intelliapp,3,0,1,1,8,6,6,5,1,2,0,0,5,1,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,12,6,4,0,0,0,0,1,0,66,
LACED_DR_Experienced_Yahoo_SwiftLeadForm,5,1,2,11,20,10,6,5,2,4,0,0,4,3,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,29,18,26,0,0,0,0,0,0,150,
LACED_DR_Exp_CDLCareerNow_TruckWarrior_CareerHorizon_SwiftLeadForm,5,3,1,4,14,10,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,6,23,29,0,0,0,2,0,0,103,
LACED_DR_Exp_Craigslist_CareerHorizon_Intelliapp,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,
LACED_DR_Exp_Craigslist_CareerHorizon_SwiftLeadForm,1,2,1,4,6,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,1,0,0,0,0,0,36,
LACED_DR_Exp_EveryTruckJob_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
LACED_DR_Exp_FindATruckerJob_CareerHorizon_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
LACED_DR_Exp_FindATruckerJob_CareerHorizon_SwiftLeadForm,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,7,
LACED_DR_Exp_Google_CareerHorizon_SwiftLeadForm,19,14,10,59,175,44,9,41,15,1,6,4,15,7,0,0,0,1,0,0,0,5,0,5,1,1,0,0,0,1,0,9,125,61,171,14,0,1,4,0,0,818,
LACED_DR_Exp_Indeed_CareerHorizon_Intelliapp,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,
LACED_DR_Exp_Indeed_CareerHorizon_SwiftLeadForm,3,0,0,8,10,1,3,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,12,0,0,0,3,0,0,57,
LACED_DR_Exp_Jobs2Careers_CareerHorizon_Intelliapp,0,0,0,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,11,
LACED_DR_Exp_Jobs2Careers_CareerHorizon_SwiftLeadForm,0,3,0,6,13,9,5,0,0,0,1,0,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,7,28,1,0,0,0,0,0,92,
LACED_DR_Exp_JobsInTrucks_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
LACED_DR_Exp_LinkUp_CareerHorizon_Intelliapp,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
LACED_DR_Exp_LinkUp_CareerHorizon_SwiftLeadForm,0,0,0,1,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,2,1,0,1,0,0,0,19,
LACED_DR_Exp_Monster_CareerHorizon_Intelliapp,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,
LACED_DR_Exp_Monster_CareerHorizon_SwiftLeadForm,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,5,
LACED_DR_Exp_Monster_MAS_CareerHozion_Intelliapp,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
LACED_DR_Exp_Monster_MAS_CareerHozion_SwiftLeadForm,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,8,
LACED_DR_Exp_RandallReilly_BigRigJobs_CareerHorizon_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
LACED_DR_Exp_RandallReilly_BigRigJobs_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
LACED_DR_Exp_RandallReilly_BigTruckDrivingJobs_CareerHorizon_Intelliapp,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
LACED_DR_Exp_RandallReilly_BigTruckDrivingJobs_CareerHorizon_SwiftLeadForm,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_Exp_RandallReilly_PM_Display_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,
LACED_DR_Exp_RandallReilly_PM_Display_SwiftLeadForm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,5,
LACED_DR_Exp_SimplyHired_CareerHorizon_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,
LACED_DR_Exp_SimplyHired_CareerHorizon_SwiftLeadForm,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,0,0,0,0,0,0,13,
LACED_DR_Exp_TopUSAJobs_CareerHorizon_Intelliapp,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,7,
LACED_DR_Exp_TopUSAJobs_CareerHorizon_SwiftLeadForm,0,1,1,3,8,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,5,0,0,0,0,0,0,28,
LACED_DR_Exp_TruckDrivingJobs_CareerHorizon_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_Exp_TruckDrivingJobs_CareerHorizon_SwiftLeadForm,10,9,2,60,48,22,5,0,0,1,2,0,3,1,0,0,0,0,0,0,0,1,0,4,2,1,0,0,0,0,0,0,44,124,176,0,0,1,4,0,0,520,
LACED_DR_Exp_ZipRecruiter_CareerHorizon_Intelliapp,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,5,
LACED_DR_Exp_ZipRecruiter_CareerHorizon_SwiftLeadForm,0,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,12,0,0,0,0,0,0,30,
LACED_DR_General_Craigslist_Jan2016_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
LACED_DR_General_Jobs2Careers_Jan2016_Intelliapp,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_General_Jobs2Careers_Jan2016_SwiftLeadForm,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_General_LinkUp_Jan2016_SwiftLeadForm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_General_ZipRecruiter_Jan2016_SwiftLeadForm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,
LACED_DR_Generic_ReferrerCode_SwiftLeadForm,6,4,0,18,18,7,1,7,4,0,1,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,22,54,2,0,0,0,0,0,168,
LACED_DR_RecentGrads_JobsInTrucks_Intelliapp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,
LACED_DR_RecentGrads_JobsInTrucks_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_RecentGrad_CDLCareerNow_TruckWarrior_CareerHorizon_SwiftLeadForm,3,3,2,12,34,11,3,0,0,1,3,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,28,55,81,1,0,0,4,0,0,245,
LACED_DR_RecentGrad_Craigslist_CareerHorizon_Intelliapp,0,0,0,0,6,0,3,3,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,1,0,0,0,0,0,29,
LACED_DR_RecentGrad_Craigslist_CareerHorizon_SwiftLeadForm,0,1,1,8,23,5,3,6,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,47,0,0,0,3,0,0,129,
LACED_DR_RecentGrad_EveryTruckJob_CareerHorizon_SwiftLeadForm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_RecentGrad_FindATruckerJob_CareerHorizon_SwiftLeadForm,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,8,
LACED_DR_RecentGrad_FindATruckerJob_CareerHorizon_SwiftLeadForm_Intelliapp,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_RecentGrad_Google_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,
LACED_DR_RecentGrad_HiringDriversNow_CareerHorizon_Intelliapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_RecentGrad_Indeed_CareerHorizon_SwiftLeadForm,10,2,2,37,38,5,1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,34,12,58,1,0,0,0,0,0,209,
LACED_DR_RecentGrad_Indeed_CareerHorizon_SwiftLeadForm_Intelliapp,3,1,0,9,6,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,0,0,0,44,
LACED_DR_RecentGrad_Jobs2Careers_CareerHorizon_Intelliapp,0,0,0,0,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,0,0,0,0,0,0,16,
LACED_DR_RecentGrad_Jobs2Careers_CareerHorizon_SwiftLeadForm,0,0,0,8,15,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,16,52,0,0,1,0,0,0,110,
LACED_DR_RecentGrad_JobsInTrucks_CareerHorizon_Intelliapp,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,6,
LACED_DR_RecentGrad_JobsInTrucks_CareerHorizon_SwiftLeadForm,0,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,2,0,0,0,0,0,15,
LACED_DR_RecentGrad_LinkUp_CareerHorizon_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,
LACED_DR_RecentGrad_LinkUp_CareerHorizon_SwiftLeadForm,0,0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,12,0,0,0,0,0,0,28,
LACED_DR_RecentGrad_Monster_CareerHorizon_Intelliapp,2,0,0,2,9,11,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,12,0,0,0,0,0,0,59,
LACED_DR_RecentGrad_Monster_CareerHorizon_SwiftLeadForm,8,1,0,29,42,14,2,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,21,103,2,0,0,0,0,0,260,
LACED_DR_RecentGrad_Monster_MAS_CareerHozion_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,
LACED_DR_RecentGrad_Monster_MAS_CareerHozion_SwiftLeadForm,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,0,0,0,0,0,0,15,
LACED_DR_RecentGrad_SimplyHired_CareerHorizon_Intelliapp,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,6,
LACED_DR_RecentGrad_SimplyHired_CareerHorizon_SwiftLeadForm,0,0,0,1,8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,23,
LACED_DR_RecentGrad_SimplyHired_SwiftLeadForm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_RecentGrad_SnagAJob_CareerHorizon_Intelliapp,0,0,0,3,8,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,18,0,0,0,0,0,0,46,
LACED_DR_RecentGrad_SnagAJob_CareerHorizon_SwiftLeadForm,6,0,0,23,32,7,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17,88,1,0,0,1,0,0,202,
LACED_DR_RecentGrad_TruckDrivingJobs_CareerHorizon_SwiftLeadForm,0,1,2,6,6,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,2,9,2,11,0,0,0,0,0,0,45,
LACED_DR_RecentGrad_WrightMediaGroup_CareerHorizon_SwiftLeadForm,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,
LACED_DR_Students_CDLCareerNow_CareerHorizon_SwiftLeadForm,5,0,0,14,23,2,1,3,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,18,45,0,0,0,1,0,0,144,
LACED_DR_Students_FindATruckerJob_SwiftLeadForm,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,6,
LACED_DR_Students_HiringDriversNow_SwiftLeadForm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
LACED_DR_Students_Monster_MAS_CareerHozion_Intelliapp,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,4,
LACED_DR_Students_Monster_MAS_CareerHozion_SwiftLeadForm,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,0,0,0,13,
LACED_DR_Students_Monster_SwiftLeadForm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,
LACED_DR_Students_YahooBing_Intelliapp,3,0,0,1,5,7,6,19,9,0,0,2,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21,6,13,0,0,0,0,0,0,100,
LACED_DR_Students_YahooBing_SwiftLeadForm,10,2,1,17,33,7,5,24,13,0,1,2,3,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58,20,73,7,0,0,0,0,0,281,
LACED_DR_Student_AllTruckJobs_CareerHorizon_SwiftLeadForm,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,
LACED_DR_Student_AmericanDriverNetwork_CareerHorizon_SwiftLeadForm,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,
LACED_DR_Student_CareersInTrucks_CareerHorizon_Intelliapp,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,
LACED_DR_Student_CareersInTrucks_CareerHorizon_SwiftLeadForm,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,10,
LACED_DR_Student_CDLCareerNow_CareerHorizon_Intelliapp,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,9,
LACED_DR_Student_CDLCareerNow_CareerHorizon_SwiftLeadForm,2,2,2,23,37,5,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,12,52,1,0,0,0,0,0,179,
LACED_DR_Student_CDLCareerNow_TruckWarrior_CareerHorizon_SwiftLeadForm,1,0,0,16,12,4,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,34,0,0,0,0,0,0,88,
LACED_DR_Student_Craigslist_CareerHorizon_Intelliapp,11,6,0,12,17,17,4,11,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,28,0,0,0,1,0,0,128,
LACED_DR_Student_Craigslist_CareerHorizon_SwiftLeadForm,70,17,1,80,87,20,4,19,5,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,40,174,4,0,0,3,0,0,572,
LACED_DR_Student_FindATruckerJob_CareerHorizon_Intelliapp,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,
LACED_DR_Student_FindATruckerJob_CareerHorizon_SwiftLeadForm,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,
LACED_DR_Student_Google_CareerHorizon_SwiftLeadForm,48,16,11,144,286,48,17,84,33,3,5,5,15,7,1,1,0,0,0,0,0,0,0,4,0,2,0,0,0,0,0,1,267,112,421,8,0,0,3,1,0,1543,
